filename,EN,MI,SF,AG,SD,CC,SCD,VIF,MSE,PSNR,Qabf,Nabf,SSIM,MS_SSIM
00902N.png,6.712,3.828,10.702,3.434,46.057,0.748,1.697,0.904,0.017,65.899,0.536,0.026,1.024,1.111
00906N.png,6.541,3.45,12.319,4.337,42.3,0.75,1.671,0.934,0.013,66.835,0.605,0.028,1.032,1.075
00910N.png,6.849,3.769,12.709,4.497,64.138,0.667,1.804,0.994,0.039,62.272,0.636,0.025,1.007,1.058
00914N.png,6.55,3.439,11.927,4.094,39.102,0.682,1.63,0.905,0.015,66.42,0.613,0.029,1.007,0.993
00918N.png,6.909,4.088,11.622,3.761,47.122,0.721,1.509,0.878,0.021,64.937,0.564,0.029,0.997,1.01
00922N.png,6.811,4.087,10.66,3.606,40.429,0.742,1.697,0.92,0.014,66.679,0.578,0.028,0.996,0.959
00927N.png,6.789,3.519,12.12,4.408,40.646,0.725,1.704,0.904,0.014,66.605,0.59,0.03,1.019,1.035
00931N.png,7.235,4.653,11.164,3.668,53.217,0.72,1.696,0.89,0.029,63.503,0.536,0.028,0.99,1.028
00935N.png,6.773,3.877,11.815,4.111,44.072,0.695,1.687,1.048,0.018,65.534,0.637,0.026,1.018,1.003
00939N.png,6.838,4.07,11.964,3.837,39.539,0.738,1.72,0.939,0.014,66.747,0.584,0.025,1.004,1.032
00943N.png,6.807,4.346,13.242,4.258,45.517,0.737,1.754,0.997,0.018,65.629,0.637,0.026,1.0,1.057
00947N.png,6.961,4.167,13.112,4.202,52.928,0.785,1.497,0.904,0.02,65.156,0.591,0.025,1.006,1.073
00951N.png,5.754,3.528,10.669,3.527,29.597,0.805,1.699,0.989,0.006,70.184,0.679,0.019,1.022,1.092
00955N.png,5.936,3.821,10.479,3.698,32.489,0.777,1.696,1.038,0.01,68.305,0.714,0.013,1.011,1.082
00959N.png,6.209,4.072,12.328,4.322,41.142,0.754,1.714,1.049,0.016,66.217,0.738,0.012,1.011,1.095
00964N.png,4.79,3.145,8.821,1.917,33.365,0.661,1.926,1.225,0.009,68.516,0.775,0.002,0.855,1.028
00968N.png,5.439,3.183,8.386,2.553,28.921,0.808,1.533,1.135,0.005,71.077,0.641,0.022,1.03,1.078
00972N.png,5.694,3.036,7.961,2.639,25.089,0.742,1.674,1.051,0.005,71.05,0.613,0.022,1.026,1.049
00976N.png,6.364,3.918,8.19,2.577,37.366,0.624,1.601,1.065,0.013,66.937,0.599,0.025,1.013,1.005
00980N.png,5.562,3.276,5.646,1.831,16.908,0.667,1.818,1.17,0.003,73.028,0.574,0.01,1.038,1.069
00984N.png,5.833,3.495,9.485,2.734,31.145,0.757,1.781,1.136,0.007,69.49,0.678,0.014,1.036,1.103
00988N.png,5.307,2.874,8.888,2.657,24.948,0.796,1.599,1.116,0.004,71.831,0.659,0.017,1.032,1.085
00992N.png,5.2,2.925,7.79,2.375,21.443,0.731,1.821,1.182,0.004,72.338,0.672,0.017,1.023,1.033
00996N.png,5.411,2.884,7.577,2.285,22.306,0.701,1.831,1.1,0.004,71.763,0.609,0.019,1.034,1.034
01000N.png,5.459,3.069,7.626,2.233,24.09,0.678,1.854,1.129,0.005,70.858,0.624,0.017,1.02,1.044
01004N.png,5.648,3.202,6.853,2.028,28.369,0.817,1.644,1.017,0.005,71.509,0.536,0.019,1.026,1.102
01008N.png,5.911,3.42,8.204,2.336,46.713,0.683,1.819,1.063,0.018,65.539,0.599,0.014,0.985,1.03
01012N.png,5.553,3.136,8.478,2.558,34.475,0.722,1.8,1.102,0.009,68.541,0.658,0.012,1.044,1.148
01016N.png,6.101,3.466,8.764,2.735,37.83,0.769,1.73,1.141,0.01,68.054,0.643,0.018,1.015,1.071
01020N.png,6.727,4.264,9.487,3.097,38.137,0.554,1.849,1.154,0.017,65.715,0.659,0.017,0.988,0.983
01024N.png,6.36,4.238,7.354,2.53,31.086,0.531,1.856,1.267,0.012,67.437,0.675,0.015,0.996,0.978
01028N.png,5.784,3.792,7.5,2.66,22.268,0.728,1.779,1.098,0.006,70.286,0.711,0.012,0.997,1.008
01033N.png,6.067,3.992,9.027,3.005,29.656,0.711,1.819,1.21,0.01,68.334,0.718,0.014,1.001,1.007
01037N.png,6.217,3.486,8.327,2.832,31.615,0.727,1.756,1.05,0.008,68.888,0.595,0.021,1.03,1.09
01041N.png,6.531,3.907,9.447,3.253,30.511,0.685,1.64,1.068,0.009,68.391,0.614,0.028,1.021,1.033
01045N.png,6.087,3.052,10.311,3.481,29.247,0.72,1.753,0.97,0.007,69.522,0.613,0.024,1.055,1.134
01049N.png,6.147,3.302,9.763,3.112,29.502,0.675,1.871,1.037,0.009,68.722,0.609,0.02,1.046,1.099
01053N.png,6.358,3.77,9.831,2.947,32.292,0.632,1.79,1.024,0.011,67.781,0.602,0.02,0.992,1.071
01057N.png,6.155,3.244,9.76,3.051,35.384,0.735,1.666,0.953,0.01,68.15,0.57,0.023,1.049,1.128
01061N.png,6.825,4.304,11.245,3.57,47.919,0.662,1.721,1.037,0.023,64.6,0.607,0.025,1.009,1.098
01066N.png,5.788,3.179,7.953,2.193,21.477,0.623,1.65,1.043,0.005,71.317,0.606,0.016,0.983,1.065
01070N.png,6.361,3.458,8.88,2.773,27.794,0.564,1.713,0.983,0.009,68.58,0.591,0.018,1.021,1.077
01074N.png,6.455,4.252,8.795,2.629,29.325,0.536,1.768,1.205,0.011,67.567,0.666,0.016,0.967,1.033
01078N.png,6.459,4.377,7.672,2.284,34.089,0.546,1.862,1.186,0.014,66.731,0.65,0.017,0.962,1.032
01082N.png,6.153,3.753,5.371,1.947,19.269,0.546,1.85,1.177,0.007,69.398,0.605,0.015,0.962,1.067
01086N.png,6.582,4.004,9.632,3.101,34.456,0.616,1.894,1.14,0.014,66.641,0.676,0.021,0.982,1.007
